name,geo_id,total_population,white_alone,education_universe_25plus,no_schooling_completed,high_school_graduate,ged_alternative_credential,some_college_less_than_1_year,some_college_1_or_more_years,associate_degree,bachelor_degree,civilian_labor_force_16plus,labor_force_total,civilian_unemployed,income_below_poverty_level,median_household_income,state_code,place_code,year,state_name,place_id,city_name
"Brandon CDP, Florida",1600000US1208150,126628,61108,88489,2809,19616,2133,6563,10888,7026,20506,103934,67819,1404,17837,75294,12,08150,2022,Florida,12_08150,Brandon CDP
"Cape Coral city, Florida",1600000US1210275,216984,159245,162276,1294,45773,5927,16448,18788,19799,28581,180723,106578,3665,18150,76991,12,10275,2022,Florida,12_10275,Cape Coral
"Clearwater city, Florida",1600000US1212875,117010,78265,87048,1129,23408,3614,8792,8830,6939,16055,99971,57747,2545,21088,56474,12,12875,2022,Florida,12_12875,Clearwater
"Coral Springs city, Florida",1600000US1214400,133365,51257,87185,1538,17260,3217,5893,11364,8190,21060,99760,69928,2132,13157,85570,12,14400,2022,Florida,12_14400,Coral Springs
"Davie town, Florida",1600000US1216475,106488,52664,72996,921,11252,2706,4652,8045,8155,20919,87534,59712,3240,11263,79963,12,16475,2022,Florida,12_16475,Davie town
"Daytona Beach city, Florida",1600000US1216525,77957,41294,54666,658,12775,2550,5640,8895,5854,9211,68266,36115,1306,12933,51881,12,16525,2022,Florida,12_16525,Daytona Beach
"Deerfield Beach city, Florida",1600000US1216725,86781,32152,61230,1446,15169,1829,5017,7180,5117,11759,70307,43904,2558,9925,65465,12,16725,2022,Florida,12_16725,Deerfield Beach
"Delray Beach city, Florida",1600000US1217100,67035,31005,52533,1094,6647,2049,3764,6172,3774,14432,57725,35311,1978,7591,80000,12,17100,2022,Florida,12_17100,Delray Beach
"Deltona city, Florida",1600000US1217200,97285,45431,67661,835,18250,3714,7591,7322,9009,10727,77437,50287,1995,10289,73115,12,17200,2022,Florida,12_17200,Deltona
"Doral city, Florida",1600000US1217935,76999,29684,,,,,,,,,59976,43172,1282,7901,85790,12,17935,2022,Florida,12_17935,Doral
"Fort Lauderdale city, Florida",1600000US1224000,183156,87366,140037,1993,28552,3939,6101,15009,11502,35915,156864,103948,2839,33397,81544,12,24000,2022,Florida,12_24000,Fort Lauderdale
"Fort Myers city, Florida",1600000US1224125,95935,50713,71399,617,14749,2644,4681,8301,6628,14435,81639,45224,1108,13572,62981,12,24125,2022,Florida,12_24125,Fort Myers
"Four Corners CDP, Florida",1600000US1224581,77430,36885,,,,,,,,,61465,44054,1686,,76295,12,24581,2022,Florida,12_24581,Four Corners CDP
"Gainesville city, Florida",1600000US1225175,145212,82035,76522,241,12818,2007,3700,8475,7246,17750,128743,73760,5573,36694,42453,12,25175,2022,Florida,12_25175,Gainesville
"Hialeah city, Florida",1600000US1230000,220274,37925,167165,6555,54539,5363,5599,12417,13600,25271,185414,117040,3655,37450,52674,12,30000,2022,Florida,12_30000,Hialeah
"Hollywood city, Florida",1600000US1232000,152662,69224,113203,2690,22969,4993,6566,15066,11410,24622,130745,83877,3588,22189,59917,12,32000,2022,Florida,12_32000,Hollywood
"Homestead city, Florida",1600000US1232275,81559,38928,52838,2692,14127,1398,1545,5905,4494,9824,63606,40671,1062,13925,60530,12,32275,2022,Florida,12_32275,Homestead
"Jacksonville city, Florida",1600000US1235000,971315,488811,665259,8949,157402,26323,50997,82386,70224,146544,778516,519210,21191,133541,69309,12,35000,2022,Florida,12_35000,Jacksonville
"Kendall CDP, Florida",1600000US1236100,80912,29581,60502,922,9937,1361,1581,5571,6444,16824,67143,42443,710,8941,89441,12,36100,2022,Florida,12_36100,Kendall CDP
"Kissimmee city, Florida",1600000US1236950,80009,14600,53807,1154,11758,1950,2532,5580,5358,14679,64165,42751,3142,16988,44445,12,36950,2022,Florida,12_36950,Kissimmee
"Lakeland city, Florida",1600000US1238250,120044,74781,83472,985,24721,2602,7699,9587,8218,14662,101458,57912,1565,13602,58524,12,38250,2022,Florida,12_38250,Lakeland
"Largo city, Florida",1600000US1239425,82474,67464,68826,1140,18300,3518,6152,9024,6679,12649,74600,41964,2125,11227,56408,12,39425,2022,Florida,12_39425,Largo
"Lauderhill city, Florida",1600000US1239550,73637,6374,47095,1328,16204,2058,2614,5490,4339,5557,53047,35554,3391,15374,44755,12,39550,2022,Florida,12_39550,Lauderhill
"Lehigh Acres CDP, Florida",1600000US1239925,136910,53873,87618,2988,28328,3969,3718,11005,10570,11542,105153,69603,3275,19469,65816,12,39925,2022,Florida,12_39925,Lehigh Acres CDP
"Melbourne city, Florida",1600000US1243975,86439,61311,64549,934,12433,1948,3688,10870,7305,11960,75256,46049,3062,13860,64331,12,43975,2022,Florida,12_43975,Melbourne
"Miami city, Florida",1600000US1245000,449484,107656,345725,13371,73588,9117,12790,24215,25334,78240,388425,258926,10272,82957,60989,12,45000,2022,Florida,12_45000,Miami
"Miami Beach city, Florida",1600000US1245025,80027,46588,62820,1228,8338,778,1776,4512,6850,21577,69748,49094,1100,9963,69258,12,45025,2022,Florida,12_45025,Miami Beach
"Miami Gardens city, Florida",1600000US1245060,110491,9388,73968,3199,25691,1786,3122,9964,7827,11344,87601,55600,3231,16997,61496,12,45060,2022,Florida,12_45060,Miami Gardens
"Miramar city, Florida",1600000US1245975,137208,27734,96070,1561,24163,2522,4275,9330,8994,23160,114329,79551,3842,12734,80661,12,45975,2022,Florida,12_45975,Miramar
"North Port city, Florida",1600000US1249675,85102,64200,61157,558,14923,3563,8076,8032,7010,9434,70008,39239,1292,6896,78587,12,49675,2022,Florida,12_49675,North Port
"Ocala city, Florida",1600000US1250750,65498,37418,42337,284,9534,1607,4493,6560,5345,7047,50287,27465,1033,14442,44756,12,50750,2022,Florida,12_50750,Ocala
"Orlando city, Florida",1600000US1253000,316086,119368,225206,4314,43390,7539,10296,19763,22277,64734,261373,185955,7539,44338,65354,12,53000,2022,Florida,12_53000,Orlando
"Palm Bay city, Florida",1600000US1254000,129246,78370,90852,1625,23715,5130,8222,13000,10360,14344,104417,62989,3182,14150,71645,12,54000,2022,Florida,12_54000,Palm Bay
"Palm Coast city, Florida",1600000US1254200,98411,72533,,,,,,,,,83771,40527,1871,9267,68434,12,54200,2022,Florida,12_54200,Palm Coast
"Palm Harbor CDP, Florida",1600000US1254350,68005,59916,,,,,,,,,55080,32046,662,6467,85256,12,54350,2022,Florida,12_54350,Palm Harbor CDP
"Pembroke Pines city, Florida",1600000US1255775,169875,69976,124030,2458,27478,3390,6309,15186,14322,31606,141216,86689,3106,16969,79144,12,55775,2022,Florida,12_55775,Pembroke Pines
"Pine Hills CDP, Florida",1600000US1256825,72291,8243,44718,4532,11338,3891,3251,5713,3915,4719,55521,33770,2634,15730,43452,12,56825,2022,Florida,12_56825,Pine Hills CDP
"Plantation city, Florida",1600000US1257425,96046,40553,69743,925,14140,2291,4865,8925,7053,17802,77824,53778,2723,11567,82830,12,57425,2022,Florida,12_57425,Plantation
"Poinciana CDP, Florida",1600000US1257900,75778,17046,54971,1000,15564,1565,6842,8093,5273,7519,63410,31364,1492,10791,59367,12,57900,2022,Florida,12_57900,Poinciana CDP
"Pompano Beach city, Florida",1600000US1258050,112308,44400,83352,2382,19900,3247,6342,12532,4405,16588,95939,59402,4572,19458,61037,12,58050,2022,Florida,12_58050,Pompano Beach
"Port Charlotte CDP, Florida",1600000US1258350,69625,52173,53389,293,16601,3683,4746,8885,5152,7604,59994,32122,2604,4244,64195,12,58350,2022,Florida,12_58350,Port Charlotte CDP
"Port St. Lucie city, Florida",1600000US1258715,231804,138469,168034,3403,42201,8415,15945,21577,22456,28924,191632,110530,5210,17196,70613,12,58715,2022,Florida,12_58715,Port St. Lucie
"Riverview CDP, Florida",1600000US1260950,114454,56668,72803,926,16134,3631,5392,9308,9852,14583,85718,63887,2584,11413,98470,12,60950,2022,Florida,12_60950,Riverview CDP
"St. Petersburg city, Florida",1600000US1263000,261245,168790,202484,3731,35962,8039,12924,25408,17158,51544,226601,143745,7303,34294,69941,12,63000,2022,Florida,12_63000,St. Petersburg
"Spring Hill CDP, Florida",1600000US1268350,125603,90229,90906,650,26590,6751,7362,14390,11360,11844,103751,54985,2911,13728,62670,12,68350,2022,Florida,12_68350,Spring Hill CDP
"Sunrise city, Florida",1600000US1269700,96291,26207,68425,837,14805,2337,3491,6519,8095,17242,78960,53163,2011,10690,74047,12,69700,2022,Florida,12_69700,Sunrise
"Tallahassee city, Florida",1600000US1270600,201728,103003,110044,847,14892,4954,4703,12982,10248,30385,171890,115616,5518,42757,53867,12,70600,2022,Florida,12_70600,Tallahassee
"Tamarac city, Florida",1600000US1270675,71915,22321,55025,1224,13682,1913,3053,6436,5362,9585,59997,40260,2090,8621,54574,12,70675,2022,Florida,12_70675,Tamarac
"Tampa city, Florida",1600000US1271000,398160,191546,271050,4605,50044,8252,11477,24930,23103,76943,329146,221292,9495,62219,71089,12,71000,2022,Florida,12_71000,Tampa
"The Villages CDP, Florida",1600000US1271625,78517,,,,,,,,,,78297,10114,793,,75062,12,71625,2022,Florida,12_71625,The Villages CDP
"Town 'n' Country CDP, Florida",1600000US1272145,87521,29883,61768,1040,17045,1818,4483,6282,7410,14030,71943,50452,2627,9978,65783,12,72145,2022,Florida,12_72145,Town 'n' Country CDP
"Wesley Chapel CDP, Florida",1600000US1275875,81390,39595,,,,,,,,,67017,46879,2209,3895,102188,12,75875,2022,Florida,12_75875,Wesley Chapel CDP
"Weston city, Florida",1600000US1276582,67676,20130,,,,,,,,,50105,34418,1053,4410,130462,12,76582,2022,Florida,12_76582,Weston
"West Palm Beach city, Florida",1600000US1276600,120922,48715,87142,3131,16806,2773,4322,9903,9241,20715,99848,66687,3648,17151,71138,12,76600,2022,Florida,12_76600,West Palm Beach
"Albany city, Georgia",1600000US1301052,67922,11842,43645,489,9367,2244,2741,7080,5599,5226,52576,29853,3366,21876,39422,13,01052,2022,Georgia,13_01052,Albany
"Alpharetta city, Georgia",1600000US1301696,67276,44352,46658,443,4271,409,1424,3554,2571,19809,53687,36430,1105,3619,129946,13,01696,2022,Georgia,13_01696,Alpharetta
"Athens-Clarke County unified government (balance), Georgia",1600000US1303440,127981,71501,72375,677,12936,2189,4394,7236,5288,16774,109065,68545,3342,35501,46523,13,03440,2022,Georgia,13_03440,Athens-Clarke County unified government (balance)
"Atlanta city, Georgia",1600000US1304000,499121,193167,346639,2124,46739,7955,16075,31849,18964,112998,423177,298948,14206,81337,83251,13,04000,2022,Georgia,13_04000,Atlanta
"Augusta-Richmond County consolidated government (balance), Georgia",1600000US1304204,202596,65280,132913,1856,33153,6830,6249,21591,14873,21403,162279,100882,6967,32194,49838,13,04204,2022,Georgia,13_04204,Augusta-Richmond County consolidated government (balance)
"Columbus city, Georgia",1600000US1319000,202616,78029,133791,2040,31262,9015,9827,13944,13606,24483,158743,96528,5088,35003,53750,13,19000,2022,Georgia,13_19000,Columbus
"Johns Creek city, Georgia",1600000US1342425,82458,39582,,,,,,,,,63514,42131,918,4047,149145,13,42425,2022,Georgia,13_42425,Johns Creek
"Macon-Bibb County, Georgia",1600000US1349008,156197,54831,103347,1691,27324,6659,6930,14119,9105,13751,122303,69075,4446,35258,47625,13,49008,2022,Georgia,13_49008,Macon-Bibb County
"Roswell city, Georgia",1600000US1367284,92945,61655,,,,,,,,,74872,52049,1521,5961,130088,13,67284,2022,Georgia,13_67284,Roswell
"Sandy Springs city, Georgia",1600000US1368516,107767,62024,80420,1316,5093,1131,1877,7381,5151,33130,90226,65888,2377,10550,104394,13,68516,2022,Georgia,13_68516,Sandy Springs
"Savannah city, Georgia",1600000US1369000,147987,53932,99317,855,22513,6574,7539,15740,8813,15934,123573,77890,5304,27881,53258,13,69000,2022,Georgia,13_69000,Savannah
"South Fulton city, Georgia",1600000US1372122,111151,2761,75293,1557,14881,2695,6082,7506,6320,20164,88894,59533,3810,10651,84232,13,72122,2022,Georgia,13_72122,South Fulton
"Warner Robins city, Georgia",1600000US1380508,81833,39087,53353,594,11669,2505,4980,8045,6135,8668,65564,42975,2307,10779,57967,13,80508,2022,Georgia,13_80508,Warner Robins
"Urban Honolulu CDP, Hawaii",1600000US1571550,343437,60766,257869,5240,55752,5166,15263,30971,22793,64909,294890,191272,6708,41298,82006,15,71550,2022,Hawaii,15_71550,Urban Honolulu CDP
"Boise City city, Idaho",1600000US1608830,236632,194577,167114,2571,25165,6046,9068,21969,11022,51854,198813,135278,2600,25659,81425,16,08830,2022,Idaho,16_08830,Boise City
"Caldwell city, Idaho",1600000US1612250,65925,37453,39187,1210,9902,2499,3524,5547,3549,5640,48990,32680,1159,10615,63939,16,12250,2022,Idaho,16_12250,Caldwell
"Idaho Falls city, Idaho",1600000US1639700,67718,56951,44910,406,9488,1730,4258,7158,5158,9886,52575,33688,2105,7028,72007,16,39700,2022,Idaho,16_39700,Idaho Falls
"Meridian city, Idaho",1600000US1652120,129730,106215,86081,759,15304,2781,6619,12703,6458,26071,100350,67727,1561,9661,89683,16,52120,2022,Idaho,16_52120,Meridian
"Nampa city, Idaho",1600000US1656260,110932,83191,70417,872,17875,3271,7413,10284,7427,11801,84804,59174,952,9625,71060,16,56260,2022,Idaho,16_56260,Nampa
"Arlington Heights village, Illinois",1600000US1702154,74207,54807,53038,884,7604,1030,2013,4421,2599,18302,57246,38359,796,7343,113970,17,02154,2022,Illinois,17_02154,Arlington Heights village
"Aurora city, Illinois",1600000US1703012,182336,66828,119098,5881,19623,5292,7870,13024,6895,28600,144846,104309,4710,14505,84578,17,03012,2022,Illinois,17_03012,Aurora
"Bloomington city, Illinois",1600000US1706613,78874,56148,,,,,,,,,64583,41625,1798,9639,67592,17,06613,2022,Illinois,17_06613,Bloomington
"Bolingbrook village, Illinois",1600000US1707133,75444,31322,52796,1518,10150,1720,4182,5057,4778,15011,60553,42182,1796,6414,91928,17,07133,2022,Illinois,17_07133,Bolingbrook village
"Champaign city, Illinois",1600000US1712385,89245,50361,,,,,,,,,77723,47921,2716,22745,56148,17,12385,2022,Illinois,17_12385,Champaign
"Chicago city, Illinois",1600000US1714000,2665064,947271,1881608,53593,331633,64565,87677,208500,112720,472138,2204539,1480681,95267,450869,70386,17,14000,2022,Illinois,17_14000,Chicago
"Cicero town, Illinois",1600000US1714351,81916,11071,52251,3035,17130,2480,2074,3535,3765,5958,66311,44444,2786,8832,67111,17,14351,2022,Illinois,17_14351,Cicero town
"Decatur city, Illinois",1600000US1718823,70396,47449,47396,190,17167,3592,3480,5922,4443,7192,56068,31493,1546,12191,49714,17,18823,2022,Illinois,17_18823,Decatur
"Elgin city, Illinois",1600000US1723074,109634,48760,70389,3053,15947,2377,4991,9349,6316,13049,86060,61624,4195,10332,85167,17,23074,2022,Illinois,17_23074,Elgin
"Evanston city, Illinois",1600000US1724582,75538,47124,50554,264,4099,506,1370,4533,1242,16343,63377,40903,2191,7106,97144,17,24582,2022,Illinois,17_24582,Evanston
"Joliet city, Illinois",1600000US1738570,147696,70621,92412,2862,24467,3313,6852,11557,10114,15714,113844,77839,3666,13951,86928,17,38570,2022,Illinois,17_38570,Joliet
"Naperville city, Illinois",1600000US1751622,148508,94517,102294,1504,10184,1016,3378,6159,5205,37128,117395,79498,2942,5957,140831,17,51622,2022,Illinois,17_51622,Naperville
"Palatine village, Illinois",1600000US1757225,65428,39414,45795,1421,6767,1007,2420,5260,3406,15384,53183,38595,890,,92621,17,57225,2022,Illinois,17_57225,Palatine village
"Peoria city, Illinois",1600000US1759000,109221,59145,67644,605,12326,3443,5275,7696,7418,16039,84370,52906,2249,18337,55955,17,59000,2022,Illinois,17_59000,Peoria
"Rockford city, Illinois",1600000US1765000,145835,78016,97362,1775,22763,6886,7145,14276,8847,13853,114986,69203,5138,30140,53994,17,65000,2022,Illinois,17_65000,Rockford
"Schaumburg village, Illinois",1600000US1768003,78285,42996,,,,,,,,,61310,42717,963,5211,92666,17,68003,2022,Illinois,17_68003,Schaumburg village
"Skokie village, Illinois",1600000US1770122,65503,34967,46238,2042,6843,802,1466,4832,2592,14384,53506,34220,637,6360,97059,17,70122,2022,Illinois,17_70122,Skokie village
"Springfield city, Illinois",1600000US1772000,113331,80452,81860,753,20878,3164,5594,10763,7053,15650,94507,53226,3835,16495,60082,17,72000,2022,Illinois,17_72000,Springfield
"Waukegan city, Illinois",1600000US1779293,86472,25501,57059,3001,16106,3330,4220,6262,3034,7003,67556,43985,1093,9866,64299,17,79293,2022,Illinois,17_79293,Waukegan
"Bloomington city, Indiana",1600000US1805860,77358,60292,,,,,,,,,70844,44965,2870,19549,47360,18,05860,2022,Indiana,18_05860,Bloomington
"Carmel city, Indiana",1600000US1810342,101286,75844,,,,,,,,,81039,52159,1515,6399,130332,18,10342,2022,Indiana,18_10342,Carmel
"Evansville city, Indiana",1600000US1822000,118521,90443,84120,1234,20901,5681,6421,13274,8239,14313,96882,61250,2822,22258,48127,18,22000,2022,Indiana,18_22000,Evansville
"Fishers city, Indiana",1600000US1823278,102152,78497,,,,,,,,,76959,58165,470,2703,125159,18,23278,2022,Indiana,18_23278,Fishers
"Fort Wayne city, Indiana",1600000US1825000,267436,172558,176221,3932,44050,7327,13897,24171,17546,32346,209946,136540,5662,36698,58439,18,25000,2022,Indiana,18_25000,Fort Wayne
"Gary city, Indiana",1600000US1827000,67742,7025,43496,1313,12547,1868,5093,5985,5445,3935,53229,27615,2823,24639,36153,18,27000,2022,Indiana,18_27000,Gary
"Hammond city, Indiana",1600000US1831000,76562,26036,49635,1284,16358,3062,2056,7482,3646,7867,62464,37850,2137,12091,53878,18,31000,2022,Indiana,18_31000,Hammond
